ID,Category,Img,Name,Obtained?,Research #,,,,,,,,,
3399,Banners (Event),,The Possessed Banner,No,1,,,,,,,,,
3400,Banners (Event),,Butcher Banner,No,1,,,,,,,,,
3401,Banners (Event),,Psycho Banner,No,1,,,,,,,,,
3402,Banners (Event),,Deadly Sphere Banner,No,1,,,,,,,,,
3403,Banners (Event),,Nailhead Banner,No,1,,,,,,,,,
3405,Banners (Enemy),,Medusa Banner,No,1,,,,,,,,,
3406,Banners (Enemy),,Hoplite Banner,No,1,,,,,,,,,
3407,Banners (Enemy),,Granite Elemental Banner,No,1,,,,,,,,,
3408,Banners (Enemy),,Granite Golem Banner,No,1,,,,,,,,,
3409,Banners (Event),,Blood Zombie Banner,No,1,,,,,,,,,
3410,Banners (Event),,Drippler Banner,No,1,,,,,,,,,
3411,Banners (Enemy),,Tomb Crawler Banner,No,1,,,,,,,,,
3412,Banners (Enemy),,Dune Splicer Banner,No,1,,,,,,,,,
3413,Banners (Enemy),,Antlion Swarmer Banner,No,1,,,,,,,,,
3414,Banners (Enemy),,Antlion Charger Banner,No,1,,,,,,,,,
3415,Banners (Enemy),,Ghoul Banner,No,1,,,,,,,,,
3416,Banners (Enemy),,Lamia Banner,No,1,,,,,,,,,
3417,Banners (Enemy),,Desert Spirit Banner,No,1,,,,,,,,,
3418,Banners (Enemy),,Basilisk Banner,No,1,,,,,,,,,
3419,Banners (Enemy),,Sand Poacher Banner,No,1,,,,,,,,,
3420,Banners (Event),,Stargazer Banner,No,1,,,,,,,,,
3421,Banners (Event),,Milkyway Weaver Banner,No,1,,,,,,,,,
3422,Banners (Event),,Flow Invader Banner,No,1,,,,,,,,,
3423,Banners (Event),,Twinkle Popper Banner,No,1,,,,,,,,,
3424,Banners (Event),,Mini Star Cell Banner,No,1,,,,,,,,,
3425,Banners (Event),,Star Cell Banner,No,1,,,,,,,,,
3426,Banners (Event),,Corite Banner,No,1,,,,,,,,,
3427,Banners (Event),,Sroller Banner,No,1,,,,,,,,,
3428,Banners (Event),,Crawltipede Banner,No,1,,,,,,,,,
3429,Banners (Event),,Drakomire Rider Banner,No,1,,,,,,,,,
3430,Banners (Event),,Drakomire Banner,No,1,,,,,,,,,
3431,Banners (Event),,Selenian Banner,No,1,,,,,,,,,
3432,Banners (Event),,Predictor Banner,No,1,,,,,,,,,
3433,Banners (Event),,Brain Suckler Banner,No,1,,,,,,,,,
3434,Banners (Event),,Nebula Floater Banner,No,1,,,,,,,,,
3435,Banners (Event),,Evolution Beast Banner,No,1,,,,,,,,,
3436,Banners (Event),,Alien Larva Banner,No,1,,,,,,,,,
3437,Banners (Event),,Alien Queen Banner,No,1,,,,,,,,,
3438,Banners (Event),,Alien Hornet Banner,No,1,,,,,,,,,
3439,Banners (Event),,Vortexian Banner,No,1,,,,,,,,,
3440,Banners (Event),,Storm Diver Banner,No,1,,,,,,,,,
3441,Banners (Event),,Pirate Captain Banner,No,1,,,,,,,,,
3442,Banners (Event),,Pirate Deadeye Banner,No,1,,,,,,,,,
3443,Banners (Event),,Pirate Corsair Banner,No,1,,,,,,,,,
3444,Banners (Event),,Pirate Crossbower Banner,No,1,,,,,,,,,
3445,Banners (Event),,Martian Walker Banner,No,1,,,,,,,,,
3446,Banners (Enemy),,Red Devil Banner,No,1,,,,,,,,,
3447,Banners (Enemy),,Pink Jellyfish Banner,No,1,,,,,,,,,
3448,Banners (Enemy),,Green Jellyfish Banner,No,1,,,,,,,,,
3449,Banners (Enemy),,Dark Mummy Banner,No,1,,,,,,,,,
3450,Banners (Enemy),,Light Mummy Banner,No,1,,,,,,,,,
3451,Banners (Enemy),,Angry Bones Banner,No,1,,,,,,,,,
3452,Banners (Enemy),,Ice Tortoise Banner,No,1,,,,,,,,,
3456,Crafting,,Vortex Fragment,No,25,,,,,,,,,
3457,Crafting,,Nebula Fragment,No,25,,,,,,,,,
3458,Crafting,,Solar Fragment,No,25,,,,,,,,,
3459,Crafting,,Stardust Fragment,No,25,,,,,,,,,
3460,Ore/Bars/Gems,,Luminite,No,100,,,,,,,,,
3461,Blocks,,Luminite Brick,No,100,,,,,,,,,
3464,Tools,,Stardust Drill,No,1,,,,,,,,,
3466,Tools,,Stardust Pickaxe,No,1,,,,,,,,,
3467,Ore/Bars/Gems,,Luminite Bar,No,25,,,,,,,,,
3468,Wings,,Solar Wings,No,1,,,,,,,,,
3469,Wings,,Vortex Booster,No,1,,,,,,,,,
3470,Wings,,Nebula Mantle,No,1,,,,,,,,,
3471,Wings,,Stardust Wings,No,1,,,,,,,,,
3472,Walls/Wallpaper,,Luminite Brick Wall,No,400,,,,,,,,,
3473,Weapons,,Solar Eruption,No,1,,,,,,,,,
3474,Weapons,,Stardust Cell Staff,No,1,,,,,,,,,
3475,Weapons,,Vortex Beater,No,1,,,,,,,,,
3476,Weapons,,Nebula Arcanum,No,1,,,,,,,,,
3477,Weapons (Thrown/Ammo),,Blood Water,No,99,,,,,,,,,
3478,Vanity,,Wedding Veil,No,1,,,,,,,,,
3479,Vanity,,Wedding Dress,No,1,,,,,,,,,
3480,Weapons,,Platinum Bow,No,1,,,,,,,,,
3481,Tools,,Platinum Hammer,No,1,,,,,,,,,
3482,Tools,,Platinum Axe,No,1,,,,,,,,,
3483,Weapons,,Platinum Shortsword,No,1,,,,,,,,,
3484,Weapons,,Platinum Broadsword,No,1,,,,,,,,,
3485,Tools,,Platinum Pickaxe,No,1,,,,,,,,,
3486,Weapons,,Tungsten Bow,No,1,,,,,,,,,
3487,Tools,,Tungsten Hammer,No,1,,,,,,,,,
3488,Tools,,Tungsten Axe,No,1,,,,,,,,,
3489,Weapons,,Tungsten Shortsword,No,1,,,,,,,,,
3490,Weapons,,Tungsten Broadsword,No,1,,,,,,,,,
3491,Tools,,Tungsten Pickaxe,No,1,,,,,,,,,
3492,Weapons,,Lead Bow,No,1,,,,,,,,,
3493,Tools,,Lead Hammer,No,1,,,,,,,,,
3494,Tools,,Lead Axe,No,1,,,,,,,,,
3495,Weapons,,Lead Shortsword,No,1,,,,,,,,,
3496,Weapons,,Lead Broadsword,No,1,,,,,,,,,
3497,Tools,,Lead Pickaxe,No,1,,,,,,,,,
3498,Weapons,,Tin Bow,No,1,,,,,,,,,
3499,Tools,,Tin Hammer,No,1,,,,,,,,,
3500,Tools,,Tin Axe,No,1,,,,,,,,,
3501,Weapons,,Tin Shortsword,No,1,,,,,,,,,
3502,Weapons,,Tin Broadsword,No,1,,,,,,,,,
3503,Tools,,Tin Pickaxe,No,1,,,,,,,,,
3504,Weapons,,Copper Bow,No,1,,,,,,,,,
3505,Tools,,Copper Hammer,No,1,,,,,,,,,
3506,Tools,,Copper Axe,No,1,,,,,,,,,
3507,Weapons,,Copper Shortsword,No,1,,,,,,,,,
3508,Weapons,,Copper Broadsword,No,1,,,,,,,,,
3509,Tools,,Copper Pickaxe,No,1,,,,,,,,,
3510,Weapons,,Silver Bow,No,1,,,,,,,,,
3511,Tools,,Silver Hammer,No,1,,,,,,,,,
3512,Tools,,Silver Axe,No,1,,,,,,,,,
3513,Weapons,,Silver Shortsword,No,1,,,,,,,,,
3514,Weapons,,Silver Broadsword,No,1,,,,,,,,,
3515,Tools,,Silver Pickaxe,No,1,,,,,,,,,
3516,Weapons,,Gold Bow,No,1,,,,,,,,,
3517,Tools,,Gold Hammer,No,1,,,,,,,,,
3518,Tools,,Gold Axe,No,1,,,,,,,,,
3519,Weapons,,Gold Shortsword,No,1,,,,,,,,,
3520,Weapons,,Gold Broadsword,No,1,,,,,,,,,
3521,Tools,,Gold Pickaxe,No,1,,,,,,,,,
3522,Tools,,Solar Flare Hamaxe,No,1,,,,,,,,,
3523,Tools,,Vortex Hamaxe,No,1,,,,,,,,,
3524,Tools,,Nebula Hamaxe,No,1,,,,,,,,,
3525,Tools,,Stardust Hamaxe,No,1,,,,,,,,,
3526,Dyes,,Solar Dye,No,3,,,,,,,,,
3527,Dyes,,Nebula Dye,No,3,,,,,,,,,
3528,Dyes,,Vortex Dye,No,3,,,,,,,,,
3529,Dyes,,Stardust Dye,No,3,,,,,,,,,
3530,Dyes,,Void Dye,No,3,,,,,,,,,
3531,Weapons,,Stardust Dragon Staff,No,1,,,,,,,,,
3532,Food,,Bacon,No,10,,,,,,,,,
3533,Dyes,,Shifting Sands Dye,No,3,,,,,,,,,
3534,Dyes,,Mirage Dye,No,3,,,,,,,,,
3535,Dyes,,Shifting Pearlsands Dye,No,3,,,,,,,,,
3536,Furniture (Other),,Vortex Monolith,No,1,,,,,,,,,
3537,Furniture (Other),,Nebula Monolith,No,1,,,,,,,,,
3538,Furniture (Other),,Stardust Monolith,No,1,,,,,,,,,
3539,Furniture (Other),,Solar Monolith,No,1,,,,,,,,,
3540,Weapons,,Phantasm,No,1,,,,,,,,,
3541,Weapons,,Last Prism,No,1,,,,,,,,,
3542,Weapons,,Nebula Blaze,No,1,,,,,,,,,
3543,Weapons,,Daybreak,No,1,,,,,,,,,
3544,Potions,,Super Healing Potion,No,30,,,,,,,,,
3545,Mechanisms,,Detonator,No,1,,,,,,,,,
3546,Weapons,,Celebration,No,1,,,,,,,,,
3547,Weapons (Thrown/Ammo),,Bouncy Dynamite,No,99,,,,,,,,,
3548,Weapons (Thrown/Ammo),,Happy Grenade,No,99,,,,,,,,,
3549,Crafting Stations,,Ancient Manipulator,No,1,,,,,,,,,
3550,Dyes,,Flame and Silver Dye,No,3,,,,,,,,,
3551,Dyes,,Green Flame and Silver Dye,No,3,,,,,,,,,
3552,Dyes,,Blue Flame and Silver Dye,No,3,,,,,,,,,
3553,Dyes,,Reflective Copper Dye,No,3,,,,,,,,,
3554,Dyes,,Reflective Obsidian Dye,No,3,,,,,,,,,
3555,Dyes,,Reflective Metal Dye,No,3,,,,,,,,,
3556,Dyes,,Midnight Rainbow Dye,No,3,,,,,,,,,
3557,Dyes,,Black and White Dye,No,3,,,,,,,,,
3558,Dyes,,Bright Silver Dye,No,3,,,,,,,,,
3559,Dyes,,Silver and Black Dye,No,3,,,,,,,,,
3560,Dyes,,Red Acid Dye,No,3,,,,,,,,,
3561,Dyes,,Gel Dye,No,3,,,,,,,,,
3562,Dyes,,Pink Gel Dye,No,3,,,,,,,,,
3563,Critters,,Red Squirrel,No,5,,,,,,,,,
3564,Critters,,Gold Squirrel,No,3,,,,,,,,,
3565,Critters,,Red Squirrel Cage,No,1,,,,,,,,,
3566,Critters,,Gold Squirrel Cage,No,1,,,,,,,,,
3567,Weapons (Thrown/Ammo),,Luminite Bullet,No,99,,,,,,,,,
3568,Weapons (Thrown/Ammo),,Luminite Arrow,No,99,,,,,,,,,
3569,Weapons,,Lunar Portal Staff,No,1,,,,,,,,,
3570,Weapons,,Lunar Flare,No,1,,,,,,,,,
3571,Weapons,,Rainbow Crystal Staff,No,1,,,,,,,,,
3572,Tools,,Lunar Hook,No,1,,,,,,,,,
3573,Blocks,,Solar Fragment Block,No,100,,,,,,,,,
3574,Blocks,,Vortex Fragment Block,No,100,,,,,,,,,
3575,Blocks,,Nebula Fragment Block,No,100,,,,,,,,,
3576,Blocks,,Stardust Fragment Block,No,100,,,,,,,,,
3577,Pets/Mounts,,Suspicious Looking Tentacle,No,1,,,,,,,,,
3578,Vanity (Developer),,Yoraiz0r's Uniform,No,1,,,,,,,,,
3579,Vanity (Developer),,Yoraiz0r's Skirt,No,1,,,,,,,,,
3580,Wings,,Yoraiz0r's Spell,No,1,,,,,,,,,
3581,Vanity (Developer),,Yoraiz0r's Scowl,No,1,,,,,,,,,
3582,Wings,,Jim's Wings,No,1,,,,,,,,,
3583,Vanity (Developer),,Yoraiz0r's Recolored Goggles,No,1,,,,,,,,,
3584,Walls/Wallpaper,,Living Leaf Wall,No,400,,,,,,,,,
3585,Vanity (Developer),,Skiphs' Mask,No,1,,,,,,,,,
3586,Vanity (Developer),,Skiphs' Skin,No,1,,,,,,,,,
3587,Vanity (Developer),,Skiphs' Bear Butt,No,1,,,,,,,,,
3588,Wings,,Skiphs' Paws,No,1,,,,,,,,,
3589,Vanity (Developer),,Loki's Helmet,No,1,,,,,,,,,
3590,Vanity (Developer),,Loki's Breastplate,No,1,,,,,,,,,
3591,Vanity (Developer),,Loki's Greaves,No,1,,,,,,,,,
3592,Wings,,Loki's Wings,No,1,,,,,,,,,
3593,Banners (Enemy),,Sand Slime Banner,No,1,,,,,,,,,
3594,Banners (Enemy),,Sea Snail Banner,No,1,,,,,,,,,
3595,Trophies,,Moon Lord Trophy,No,1,,,,,,,,,
3596,Paintings,,"Not a Kid, nor a Squid",No,1,,,,,,,,,
3597,Dyes,,Burning Hades Dye,No,3,,,,,,,,,
3598,Dyes,,Grim Dye,No,3,,,,,,,,,
3599,Dyes,,Loki's Dye,No,3,,,,,,,,,
3600,Dyes,,Shadowflame Hades Dye,No,3,,,,,,,,,
3601,Keys/Boss Summons,,Celestial Sigil,No,3,,,,,,,,,
3602,Mechanisms,,Logic Gate Lamp (Off),No,5,,,,,,,,,
3603,Mechanisms,,Logic Gate (AND),No,5,,,,,,,,,
3604,Mechanisms,,Logic Gate (OR),No,5,,,,,,,,,
3605,Mechanisms,,Logic Gate (NAND),No,5,,,,,,,,,
3606,Mechanisms,,Logic Gate (NOR),No,5,,,,,,,,,
3607,Mechanisms,,Logic Gate (XOR),No,5,,,,,,,,,
3608,Mechanisms,,Logic Gate (XNOR),No,5,,,,,,,,,
3609,Mechanisms,,Conveyor Belt (Clockwise),No,100,,,,,,,,,
3610,Mechanisms,,Conveyor Belt (Counter Clockwise),No,100,,,,,,,,,
3611,Tools,,The Grand Design,No,1,,,,,,,,,
3612,Tools,,Yellow Wrench,No,1,,,,,,,,,
3613,Mechanisms,,Logic Sensor (Day),No,5,,,,,,,,,
3614,Mechanisms,,Logic Sensor (Night),No,5,,,,,,,,,
3615,Mechanisms,,Logic Sensor (Player Above),No,5,,,,,,,,,
3616,Mechanisms,,Junction Box,No,25,,,,,,,,,
3617,Mechanisms,,Announcement Box,No,1,,,,,,,,,
3618,Mechanisms,,Logic Gate Lamp (On),No,5,,,,,,,,,
3619,Accessories,,Mechanical Lens,No,1,,,,,,,,,
3620,Tools,,Actuation Rod,No,1,,,,,,,,,
3621,Blocks,,Red Team Block,No,100,,,,,,,,,
3622,Platforms/Fencing,,Red Team Platform,No,200,,,,,,,,,
3623,Tools,,Static Hook,No,1,,,,,,,,,
3624,Accessories,,Presserator,No,1,,,,,,,,,
3625,Tools,,Multicolor Wrench,No,1,,,,,,,,,
3626,Mechanisms,,Pink Weighted Pressure Plate,No,5,,,,,,,,,
3627,Vanity,,Engineering Helmet,No,1,,,,,,,,,
3628,Pets/Mounts,,Companion Cube,No,1,,,,,,,,,
3629,Mechanisms,,Wire Bulb,No,5,,,,,,,,,
3630,Mechanisms,,Orange Weighted Pressure Plate,No,5,,,,,,,,,
3631,Mechanisms,,Purple Weighted Pressure Plate,No,5,,,,,,,,,
3632,Mechanisms,,Cyan Weighted Pressure Plate,No,5,,,,,,,,,
3633,Blocks,,Green Team Block,No,100,,,,,,,,,
3634,Blocks,,Blue Team Block,No,100,,,,,,,,,
3635,Blocks,,Yellow Team Block,No,100,,,,,,,,,
3636,Blocks,,Pink Team Block,No,100,,,,,,,,,
3637,Blocks,,White Team Block,No,100,,,,,,,,,
3638,Platforms/Fencing,,Green Team Platform,No,200,,,,,,,,,
3639,Platforms/Fencing,,Blue Team Platform,No,200,,,,,,,,,
3640,Platforms/Fencing,,Yellow Team Platform,No,200,,,,,,,,,
3641,Platforms/Fencing,,Pink Team Platform,No,200,,,,,,,,,
3642,Platforms/Fencing,,White Team Platform,No,200,,,,,,,,,
3643,Ore/Bars/Gems,,Large Amber,No,1,,,,,,,,,
3644,Mechanisms,,Ruby Gem Lock,No,1,,,,,,,,,
3645,Mechanisms,,Sapphire Gem Lock,No,1,,,,,,,,,
3646,Mechanisms,,Emerald Gem Lock,No,1,,,,,,,,,
3647,Mechanisms,,Topaz Gem Lock,No,1,,,,,,,,,
3648,Mechanisms,,Amethyst Gem Lock,No,1,,,,,,,,,
3649,Mechanisms,,Diamond Gem Lock,No,1,,,,,,,,,
3650,Mechanisms,,Amber Gem Lock,No,1,,,,,,,,,
3651,Statues,,Squirrel Statue,No,1,,,,,,,,,
3652,Statues,,Butterfly Statue,No,1,,,,,,,,,
3653,Statues,,Worm Statue,No,1,,,,,,,,,
3654,Statues,,Firefly Statue,No,1,,,,,,,,,
3655,Statues,,Scorpion Statue,No,1,,,,,,,,,
3656,Statues,,Snail Statue,No,1,,,,,,,,,
3657,Statues,,Grasshopper Statue,No,1,,,,,,,,,
3658,Statues,,Mouse Statue,No,1,,,,,,,,,
3659,Statues,,Duck Statue,No,1,,,,,,,,,
3660,Statues,,Penguin Statue,No,1,,,,,,,,,
3661,Statues,,Frog Statue,No,1,,,,,,,,,
3662,Statues,,Buggy Statue,No,1,,,,,,,,,
3663,Mechanisms,,Logic Gate Lamp (Faulty),No,5,,,,,,,,,
3664,Mechanisms,,Portal Gun Station,No,1,,,,,,,,,
3665,Mechanisms,,Trapped Chest,No,1,,,,,,,,,
3666,Mechanisms,,Trapped Gold Chest,No,1,,,,,,,,,
3667,Mechanisms,,Trapped Shadow Chest,No,1,,,,,,,,,
3668,Mechanisms,,Trapped Ebonwood Chest,No,1,,,,,,,,,
3669,Mechanisms,,Trapped Rich Mahogany Chest,No,1,,,,,,,,,
3670,Mechanisms,,Trapped Pearlwood Chest,No,1,,,,,,,,,
3671,Mechanisms,,Trapped Ivy Chest,No,1,,,,,,,,,
3672,Mechanisms,,Trapped Frozen Chest,No,1,,,,,,,,,
3673,Mechanisms,,Trapped Living Wood Chest,No,1,,,,,,,,,
3674,Mechanisms,,Trapped Skyware Chest,No,1,,,,,,,,,
3675,Mechanisms,,Trapped Shadewood Chest,No,1,,,,,,,,,
3676,Mechanisms,,Trapped Web Covered Chest,No,1,,,,,,,,,
3677,Mechanisms,,Trapped Lihzahrd Chest,No,1,,,,,,,,,
3678,Mechanisms,,Trapped Water Chest,No,1,,,,,,,,,
3679,Mechanisms,,Trapped Jungle Chest,No,1,,,,,,,,,
3680,Mechanisms,,Trapped Corruption Chest,No,1,,,,,,,,,
3681,Mechanisms,,Trapped Crimson Chest,No,1,,,,,,,,,
3682,Mechanisms,,Trapped Hallowed Chest,No,1,,,,,,,,,
3683,Mechanisms,,Trapped Ice Chest,No,1,,,,,,,,,
3684,Mechanisms,,Trapped Dynasty Chest,No,1,,,,,,,,,
3685,Mechanisms,,Trapped Honey Chest,No,1,,,,,,,,,
3686,Mechanisms,,Trapped Steampunk Chest,No,1,,,,,,,,,
3687,Mechanisms,,Trapped Palm Wood Chest,No,1,,,,,,,,,
3688,Mechanisms,,Trapped Mushroom Chest,No,1,,,,,,,,,
3689,Mechanisms,,Trapped Boreal Wood Chest,No,1,,,,,,,,,
3690,Mechanisms,,Trapped Slime Chest,No,1,,,,,,,,,
3691,Mechanisms,,Trapped Green Dungeon Chest,No,1,,,,,,,,,
3692,Mechanisms,,Trapped Pink Dungeon Chest,No,1,,,,,,,,,
3693,Mechanisms,,Trapped Blue Dungeon Chest,No,1,,,,,,,,,
3694,Mechanisms,,Trapped Bone Chest,No,1,,,,,,,,,
3695,Mechanisms,,Trapped Cactus Chest,No,1,,,,,,,,,
3696,Mechanisms,,Trapped Flesh Chest,No,1,,,,,,,,,
3697,Mechanisms,,Trapped Obsidian Chest,No,1,,,,,,,,,
3698,Mechanisms,,Trapped Pumpkin Chest,No,1,,,,,,,,,
3699,Mechanisms,,Trapped Spooky Chest,No,1,,,,,,,,,
3700,Mechanisms,,Trapped Glass Chest,No,1,,,,,,,,,
3701,Mechanisms,,Trapped Martian Chest,No,1,,,,,,,,,
3702,Mechanisms,,Trapped Meteorite Chest,No,1,,,,,,,,,
3703,Mechanisms,,Trapped Granite Chest,No,1,,,,,,,,,
3704,Mechanisms,,Trapped Marble Chest,No,1,,,,,,,,,
3707,Mechanisms,,Teal Pressure Pad,No,5,,,,,,,,,
3708,Statues,,Wall Creeper Statue,No,1,,,,,,,,,
3709,Statues,,Unicorn Statue,No,1,,,,,,,,,
3710,Statues,,Drippler Statue,No,1,,,,,,,,,
3711,Statues,,Wraith Statue,No,1,,,,,,,,,
3712,Statues,,Bone Skeleton Statue,No,1,,,,,,,,,
3713,Statues,,Undead Viking Statue,No,1,,,,,,,,,
3714,Statues,,Medusa Statue,No,1,,,,,,,,,
3715,Statues,,Harpy Statue,No,1,,,,,,,,,
3716,Statues,,Pigron Statue,No,1,,,,,,,,,
3717,Statues,,Hoplite Statue,No,1,,,,,,,,,
3718,Statues,,Granite Golem Statue,No,1,,,,,,,,,
3719,Statues,,Armed Zombie Statue,No,1,,,,,,,,,
3720,Statues,,Blood Zombie Statue,No,1,,,,,,,,,
3721,Accessories,,Angler Tackle Bag,No,1,,,,,,,,,
3722,Mechanisms,,Geyser,No,5,,,,,,,,,
3723,Lighting,,Ultrabright Campfire,No,1,,,,,,,,,
3724,Lighting,,Bone Campfire,No,1,,,,,,,,,
3725,Mechanisms,,Pixel Box,No,25,1.4.4: Re-implemented,,,,,,,,
3726,Mechanisms,,Liquid Sensor (Water),No,5,,,,,,,,,
3727,Mechanisms,,Liquid Sensor (Lava),No,5,,,,,,,,,
3728,Mechanisms,,Liquid Sensor (Honey),No,5,,,,,,,,,
3729,Mechanisms,,Liquid Sensor (Any),No,5,,,,,,,,,
3730,Accessories,,Bundled Party Balloons,No,1,,,,,,,,,
3731,Accessories,,Balloon Animal,No,1,,,,,,,,,
3732,Vanity,,Party Hat,No,1,,,,,,,,,
3733,Vanity,,Silly Sunflower Petals,No,1,,,,,,,,,
3734,Vanity,,Silly Sunflower Tops,No,1,,,,,,,,,
3735,Vanity,,Silly Sunflower Bottoms,No,1,,,,,,,,,
3736,Blocks,,Silly Pink Balloon,No,100,,,,,,,,,
3737,Blocks,,Silly Purple Balloon,No,100,,,,,,,,,
3738,Blocks,,Silly Green Balloon,No,100,,,,,,,,,
3739,Miscellaneous,,Blue Streamer,No,100,,,,,,,,,
3740,Miscellaneous,,Green Streamer,No,100,,,,,,,,,
3741,Miscellaneous,,Pink Streamer,No,100,,,,,,,,,
3742,Furniture (Other),,Silly Balloon Machine,No,1,,,,,,,,,
3743,Furniture (Other),,Silly Tied Balloon (Pink),No,1,,,,,,,,,
3744,Furniture (Other),,Silly Tied Balloon (Purple),No,1,,,,,,,,,
3745,Furniture (Other),,Silly Tied Balloon (Green),No,1,,,,,,,,,
3746,Furniture (Other),,Pigronata,No,1,,,,,,,,,
3747,Furniture (Other),,Party Center,No,1,,,,,,,,,
3748,Furniture (Other),,Silly Tied Bundle of Balloons,No,1,,,,,,,,,
3749,Furniture (Other),,Party Present,No,1,,,,,,,,,
3750,Furniture (Other),,Slice of Cake,No,3,,,,,,,,,
3751,Walls/Wallpaper,,Cog Wall,No,400,,,,,,,,,
3752,Walls/Wallpaper,,Sandfall Wall,No,400,,,,,,,,,
3753,Walls/Wallpaper,,Snowfall Wall,No,400,,,,,,,,,
3754,Blocks,,Sandfall Block,No,100,,,,,,,,,
3755,Blocks,,Snowfall Block,No,100,,,,,,,,,
3756,Blocks,,Snow Cloud,No,100,,,,,,,,,
3757,Vanity,,Pedguin's Hood,No,1,,,,,,,,,
3758,Vanity,,Pedguin's Jacket,No,1,,,,,,,,,
3759,Vanity,,Pedguin's Trousers,No,1,,,,,,,,,
3760,Walls/Wallpaper,,Silly Pink Balloon Wall,No,400,,,,,,,,,
3761,Walls/Wallpaper,,Silly Purple Balloon Wall,No,400,,,,,,,,,
3762,Walls/Wallpaper,,Silly Green Balloon Wall,No,400,,,,,,,,,
3763,Vanity,,0x33's Aviators,No,1,,,,,,,,,
3764,Weapons,,Blue Phasesaber,No,1,,,,,,,,,
3765,Weapons,,Red Phasesaber,No,1,,,,,,,,,
3766,Weapons,,Green Phasesaber,No,1,,,,,,,,,
3767,Weapons,,Purple Phasesaber,No,1,,,,,,,,,
3768,Weapons,,White Phasesaber,No,1,,,,,,,,,
3769,Weapons,,Yellow Phasesaber,No,1,,,,,,,,,
3770,Vanity,,Djinn's Curse,No,1,,,,,,,,,
3771,Pets/Mounts,,Ancient Horn,No,1,,,,,,,,,
3772,Weapons,,Mandible Blade,No,1,,,,,,,,,
3773,Vanity,,Ancient Headdress,No,1,,,,,,,,,
3774,Vanity,,Ancient Garments,No,1,,,,,,,,,
3775,Vanity,,Ancient Slacks,No,1,,,,,,,,,
3776,Armor,,Forbidden Mask,No,1,,,,,,,,,
3777,Armor,,Forbidden Robes,No,1,,,,,,,,,
3778,Armor,,Forbidden Treads,No,1,,,,,,,,,
3779,Weapons,,Spirit Flame,No,1,,,,,,,,,
3780,Banners (Enemy),,Sand Elemental Banner,No,1,,,,,,,,,
3781,Accessories,,Pocket Mirror,No,1,,,,,,,,,
3782,Miscellaneous,,Magic Sand Dropper,No,1,,,,,,,,,
3783,Crafting,,Forbidden Fragment,No,3,,,,,,,,,
3784,Vanity,,Lamia Tail,No,1,,,,,,,,,
3785,Vanity,,Lamia Wraps,No,1,,,,,,,,,
3786,Vanity,,Lamia Mask,No,1,,,,,,,,,
3787,Weapons,,Sky Fracture,No,1,,,,,,,,,
3788,Weapons,,Onyx Blaster,No,1,,,,,,,,,
3789,Banners (Enemy),,Sand Shark Banner,No,1,,,,,,,,,
3790,Banners (Enemy),,Bone Biter Banner,No,1,,,,,,,,,
3791,Banners (Enemy),,Flesh Reaver Banner,No,1,,,,,,,,,
3792,Banners (Enemy),,Crystal Thresher Banner,No,1,,,,,,,,,
3793,Banners (Enemy),,Angry Tumbler Banner,No,1,,,,,,,,,
3794,Crafting,,Ancient Cloth,No,5,,,,,,,,,
3795,Crafting,,Desert Spirit Lamp,No,1,,,,,,,,,
3796,Music Boxes,,Music Box (Sandstorm),No,1,,,,,,,,,
3797,Armor,,Apprentice's Hat,No,1,,,,,,,,,
3798,Armor,,Apprentice's Robe,No,1,,,,,,,,,
3799,Armor,,Apprentice's Trousers,No,1,,,,,,,,,
3800,Armor,,Squire's Great Helm,No,1,,,,,,,,,
3801,Armor,,Squire's Plating,No,1,,,,,,,,,
3802,Armor,,Squire's Greaves,No,1,,,,,,,,,
3803,Armor,,Huntress's Wig,No,1,,,,,,,,,
3804,Armor,,Huntress's Jerkin,No,1,,,,,,,,,
3805,Armor,,Huntress's Pants,No,1,,,,,,,,,
3806,Armor,,Monk's Bushy Brow Bald Cap,No,1,,,,,,,,,
3807,Armor,,Monk's Shirt,No,1,,,,,,,,,
3808,Armor,,Monk's Pants,No,1,,,,,,,,,
3809,Accessories,,Apprentice's Scarf,No,1,,,,,,,,,
3810,Accessories,,Squire's Shield,No,1,,,,,,,,,
3811,Accessories,,Huntress's Buckler,No,1,,,,,,,,,
3812,Accessories,,Monk's Belt,No,1,,,,,,,,,
3813,Furniture (Other),,Defender's Forge,No,1,,,,,,,,,
3814,Furniture (Other),,War Table,No,1,,,,,,,,,
3815,Banners (Event),,War Table Banner,No,1,,,,,,,,,
3816,Miscellaneous,,Eternia Crystal Stand,No,1,,,,,,,,,
3817,Miscellaneous,,Defender Medal,No,50,,,,,,,,,
3818,Weapons,,Flameburst Rod,No,1,,,,,,,,,
3819,Weapons,,Flameburst Cane,No,1,,,,,,,,,
3820,Weapons,,Flameburst Staff,No,1,,,,,,,,,
3821,Weapons,,Ale Tosser,No,1,,,,,,,,,
3823,Weapons,,Brand of the Inferno,No,1,,,,,,,,,
3824,Weapons,,Ballista Rod,No,1,,,,,,,,,
3825,Weapons,,Ballista Cane,No,1,,,,,,,,,
3826,Weapons,,Ballista Staff,No,1,,,,,,,,,
3827,Weapons,,Flying Dragon,No,1,,,,,,,,,
3828,Miscellaneous,,Eternia Crystal,No,3,,,,,,,,,
